method,model_name,window_sec,accuracy,f1,roc_auc,n_folds,notes
Raw + PCA + SVM (10 sec),RAW + PCA + SVM,10,0.7028909271537475,0.7784027681001386,0.807439685496161,5,Flattened raw EEG + PCA(50) + SVM (RBF)
