fold,accuracy,f1,roc_auc
1,0.861851332398317,0.8774113254511512,0.9104415655954594
2,0.7802569303583502,0.8093841642228738,0.8332898915178326
3,0.7786774628879892,0.8387413962635202,0.7908250907245518
4,0.8265856950067476,0.8722028841372451,0.9452876434905224
5,0.736734693877551,0.7514450867052023,0.775048028423926
