fold,accuracy,f1,roc_auc
1,0.8548387096774194,0.8687381103360812,0.9157730102989348
2,0.8059499661933739,0.8278344331133773,0.822867526936985
3,0.7759784075573549,0.8343313373253493,0.7819278608156114
4,0.8717948717948718,0.889406286379511,0.9224389366796317
5,0.7476190476190476,0.7564018384766907,0.7785537324946594
