fold,accuracy,f1,roc_auc
1,0.8225806451612904,0.8465736810187993,0.84994639045455
2,0.8120351588911426,0.8266832917705735,0.8648984012188183
3,0.6518218623481782,0.6578249336870027,0.8178308453900437
4,0.5802968960863698,0.5710344827586207,0.6663695123451532
5,0.6979591836734694,0.724907063197026,0.7588472436506053
