fold,accuracy,f1,roc_auc
1,0.9600280504908836,0.9594306049822064,0.9935589852549158
2,0.8681541582150102,0.8711169861202908,0.9463187650287268
3,0.8205128205128205,0.862603305785124,0.8507923437096049
4,0.8798920377867746,0.8955399061032864,0.9769449885964663
5,0.8142857142857143,0.8089573128061581,0.8768599424400665
