fold,accuracy,f1,roc_auc
1,0.6221995926680245,0.6271356783919598,0.6765166750460869
2,0.3099593495934959,0.21502890173410405,0.650264741898208
3,0.5983606557377049,0.6608996539792388,0.6480897079861987
4,0.5467479674796748,0.5784499054820416,0.5976606708315542
5,0.8509513742071881,0.844542447629548,0.9210016095990634
